word_id,word,tag
20790,binaba,FIL
20791,",",OTH
20792,mula,FIL
20793,2,OTH
20794,",",OTH
20795,210,OTH
20796,kaso,FIL
20797,patungo,FIL
20798,sa,FIL
20799,786,OTH
20800,.,OTH
20801,Patayin,FIL
20802,mga,FIL
20803,pulis,FIL
20804,na,FIL
20805,yan,FIL
20806,",",OTH
20807,salot,FIL
20808,.,OTH
20809,Kong,FIL
20810,ipakulong,FIL
20811,mo,FIL
20812,LAHAT,FIL
20813,ng,FIL
20814,kawatan,FIL
20815,SA,FIL
20816,gobyerno,FIL
20817,mauubos,FIL
20818,ang,FIL
20819,senador,FIL
20820,at,FIL
20821,congressman,ENG
20822,",",OTH
20823,papayag,FIL
20824,ba,FIL
20825,silang,FIL
20826,makulong,FIL
20827,",",OTH
20828,gusto,FIL
20829,molang,FIL
20830,mauto,FIL
20831,ang,FIL
20832,taong,FIL
20833,bayan,FIL
20834,",",OTH
20835,HND,FIL
20836,nyo,FIL
20837,maluluko,FIL
20838,ang,FIL
20839,taong,FIL
20840,bayan,FIL
20841,ang,FIL
20842,hirap,FIL
20843,maging,FIL
20844,socially-drained,ENG
20845,",",OTH
20846,naaapektuhan,FIL
20847,ko,FIL
20848,mga,FIL
20849,tao,FIL
20850,sa,FIL
20851,paligid,FIL
20852,ko,FIL
20853,May,FIL
20854,,OTH
20855,S,OTH
20856,,OTH
20857,sa,FIL
20858,pangalan,FIL
20859,ko,FIL
20860,?,OTH
20861,Ang,FIL
20862,antokin,FIL
20863,ko,FIL
20864,ngayong,FIL
20865,araw,FIL
20866,mygaaddd,OTH
20867,!,OTH
20868,Sinasabi,FIL
20869,ng,FIL
20870,ibang,FIL
20871,tao,FIL
20872,",",OTH
20873,Napakaraming,FIL
20874,ginawa,FIL
20875,ni,FIL
20876,Pablo,OTH
20877,para,FIL
20878,sa,FIL
20879,Diyos,FIL
20880,",",OTH
20881,bakit,FIL
20882,hindi,FIL
20883,siya,FIL
20884,naalaala,FIL
20885,ng,FIL
20886,Diyos,FIL
20887,?,OTH
20888,Naging,FIL
20889,masaklap,FIL
20890,naman,FIL
20891,para,FIL
20892,sa,FIL
20893,Golden,OTH
20894,Stags,OTH
20895,ang,FIL
20896,nakuhang,FIL
20897,pagkatalo,FIL
20898,nang,FIL
20899,bumagsak,FIL
20900,sila,FIL
20901,sa,FIL
20902,3-6,OTH
20903,kartada,FIL
20904,para,FIL
20905,sa,FIL
20906,huli,FIL
20907,nilang,FIL
20908,laro,FIL
20909,sa,FIL
20910,elimination,ENG
20911,round,ENG
20912,at,FIL
20913,tuluyan,FIL
20914,na,FIL
20915,silang,FIL
20916,matanggal,FIL
20917,sa,FIL
20918,play-in,ENG
20919,stage,ENG
20920,",",OTH
20921,base,FIL
20922,sa,FIL
20923,quotient,ENG
20924,system,ENG
20925,.,OTH
20926,Ang,FIL
20927,pangalan,FIL
20928,niya,FIL
20929,ay,FIL
20930,Aurora,OTH
20931,at,FIL
20932,mukhang,FIL
20933,siya,FIL
20934,ang,FIL
20935,anak,FIL
20936,ng,FIL
20937,karakter,FIL
20938,na,FIL
20939,si,FIL
20940,Don,OTH
20941,Ignacio,OTH
20942,",",OTH
20943,na,FIL
20944,ginagampanan,FIL
20945,naman,FIL
20946,ni,FIL
20947,Tommy,OTH
20948,Abuel,OTH
20949,.,OTH
20950,Isayaw,FIL
20951,mo,FIL
20952,akooo,FIL
20953,",",OTH
20954,sa,FIL
20955,gitna,FIL
20956,nang,FIL
20957,ulan,FIL
20958,mahal,FIL
20959,kooo,FIL
20960,Naniniwala,FIL
20961,po,FIL
20962,ba,FIL
20963,kayo,FIL
20964,sa,FIL
20965,sukob,FIL
20966,?,OTH
20967,I,ENG
20968,feel,ENG
20969,so,ENG
20970,kilig,FIL
20971,makakapag,FIL
20972,ipon,FIL
20973,na,FIL
20974,ako,FIL
20975,ng,FIL
20976,todo,FIL
20977,hindi,FIL
20978,ko,FIL
20979,hahayaan,FIL
20980,ang,FIL
20981,evil,ENG
20982,tignan,FIL
20983,mo,FIL
20984,naman,FIL
20985,icon,ENG
20986,ko,FIL
20987,kinakabahan,FIL
20988,ako,FIL
20989,sa,FIL
20990,long,ENG
20991,test,ENG
20992,nato,FIL
20993,Aniya,OTH
20994,",",OTH
20995,kinakailangan,FIL
20996,pa,FIL
20997,rin,FIL
20998,ang,FIL
20999,ibayong,FIL
21000,pag-iingat,FIL
21001,at,FIL
21002,ayaw,FIL
21003,na,FIL
21004,niyang,FIL
21005,bumalik,FIL
21006,sila,FIL
21007,sa,FIL
21008,sitwasyon,FIL
21009,na,FIL
21010,sumusundo,FIL
21011,sila,FIL
21012,ng,FIL
21013,mga,FIL
21014,pasyente,FIL
21015,at,FIL
21016,nagsasagawa,FIL
21017,ng,FIL
21018,contact,ENG
21019,tracing,ENG
21020,bakit,FIL
21021,diniyo,FIL
21022,masabi,FIL
21023,kung,FIL
21024,sino,FIL
21025,yung,FIL
21026,mga,FIL
21027,pulis,FIL
21028,na,FIL
21029,yun,FIL
21030,?,OTH
21031,Alagaan,FIL
21032,mo,FIL
21033,kayong,FIL
21034,dalawa,FIL
21035,.,OTH
21036,Humility,ENG
21037,Isang,FIL
21038,bahagi,FIL
21039,lang,FIL
21040,tayo,FIL
21041,ng,FIL
21042,7,OTH
21043,bilyong,FIL
21044,tao,FIL
21045,sa,FIL
21046,mundo,FIL
21047,kaya,FIL
21048,isang,FIL
21049,maliit,FIL
21050,na,FIL
21051,butil,FIL
21052,lang,FIL
21053,tayo,FIL
21054,sa,FIL
21055,kalawakan,FIL
21056,.,OTH
21057,Bigyan,FIL
21058,niyo,FIL
21059,ako,FIL
21060,ng,FIL
21061,pag-asa,FIL
21062,.,OTH
21063,Ayon,FIL
21064,kay,FIL
21065,Yap,OTH
21066,",",OTH
21067,hindi,FIL
21068,natatapos,FIL
21069,ang,FIL
21070,trabaho,FIL
21071,ng,FIL
21072,Appropriations,OTH
21073,Committee,ENG
21074,sa,FIL
21075,pag-apruba,FIL
21076,at,FIL
21077,pagsasabatas,FIL
21078,ng,FIL
21079,budget,FIL
21080,.,OTH
21081,Kung,FIL
21082,wala,FIL
21083,pwede,FIL
21084,po,FIL
21085,ba,FIL
21086,kayo,FIL
21087,gumawa,FIL
21088,ng,FIL
21089,tiktok,OTH
21090,account,FIL
21091,?,OTH
21092,tapos,FIL
21093,naalala,FIL
21094,ko,FIL
21095,pa,FIL
21096,nung,FIL
21097,nag,FIL
21098,extend,ENG
21099,ako,FIL
21100,ng,FIL
21101,2,OTH
21102,hrs,OTH
21103,sa,FIL
21104,com,OTH
21105,shop,ENG
21106,non,FIL
21107,kasi,FIL
21108,hindi,FIL
21109,ko,FIL
21110,mahanap,FIL
21111,yung,FIL
21112,fb,OTH
21113,ng,FIL
21114,hinayupak,FIL
21115,!,OTH
21116,Yan,FIL
21117,ang,FIL
21118,hirap,FIL
21119,sa,FIL
21120,ating,FIL
21121,mga,FIL
21122,tao,FIL
21123,.,OTH
21124,iniisip,FIL
21125,lang,FIL
21126,natin,FIL
21127,ang,FIL
21128,maging,FIL
21129,masaya,FIL
21130,.,OTH
21131,inaalam,FIL
21132,na,FIL
21133,muna,FIL
21134,dapat,FIL
21135,kung,FIL
21136,may,FIL
21137,panganib,FIL
21138,",",OTH
21139,sa,FIL
21140,lugar,FIL
21141,na,FIL
21142,pupuntahan,FIL
21143,.,OTH
21144,at,FIL
21145,kung,FIL
21146,may,FIL
21147,mga,FIL
21148,bantay,FIL
21149,man,FIL
21150,sa,FIL
21151,lugar,FIL
21152,",",OTH
21153,dapat,FIL
21154,bago,FIL
21155,mag,FIL
21156,umpisa,FIL
21157,nag,FIL
21158,paalala,FIL
21159,na,FIL
21160,.,OTH
21161,kung,FIL
21162,anung,FIL
21163,nagaganap,FIL
21164,doon,FIL
21165,kung,FIL
21166,may,FIL
21167,ulang,FIL
21168,sa,FIL
21169,itaas,FIL
21170,ng,FIL
21171,lugar,FIL
21172,.,OTH
21173,aral,FIL
21174,ito,FIL
21175,sa,FIL
21176,mga,FIL
21177,manunuod,FIL
21178,na,FIL
21179,",",OTH
21180,mahilig,FIL
21181,mag,FIL
21182,outing,ENG
21183,.,OTH
21184,Bat,FIL
21185,parang,FIL
21186,nadedeja,CS
21187,vu,ENG
21188,ako,FIL
21189,sa,FIL
21190,mga,FIL
21191,nangyayari,FIL
21192,ngaun,FIL
21193,?,OTH
21194,Hindi,FIL
21195,pa,FIL
21196,uso,FIL
21197,ang,FIL
21198,pamba-bash,CS
21199,sa,FIL
21200,social,ENG
21201,media,ENG
21202,nang,FIL
21203,matikman,FIL
21204,ng,FIL
21205,OPM,OTH
21206,icon,ENG
21207,ang,FIL
21208,kaliwat,FIL
21209,kanang,FIL
21210,panglalait,FIL
21211,at,FIL
21212,pang-aalipusta,FIL
21213,nang,FIL
21214,pasukin,FIL
21215,niya,FIL
21216,ang,FIL
21217,entertainment,ENG
21218,industry,ENG
21219,.,OTH
21220,,OTH
21221,Mama,ENG
21222,Guia,OTH
21223,,OTH
21224,ang,FIL
21225,tawag,FIL
21226,ng,FIL
21227,mga,FIL
21228,medical,ENG
21229,worker,ENG
21230,ng,FIL
21231,Kings,ENG
21232,County,ENG
21233,Hospital,ENG
21234,",",OTH
21235,sa,FIL
21236,pumanaw,FIL
21237,na,FIL
21238,si,FIL
21239,Maria,OTH
21240,Guia,OTH
21241,Cabillon,OTH
21242,",",OTH
21243,ang,FIL
21244,head,ENG
21245,nurse,ENG
21246,ng,FIL
21247,nabanggit,FIL
21248,na,FIL
21249,pagamutan,FIL
21250,.,OTH
21251,aba,FIL
21252,",",OTH
21253,ginoong,FIL
21254,metawin,OTH
21255,nilaplap,FIL
21256,ka,FIL
21257,ng,FIL
21258,grasya,FIL
21259,ang,FIL
21260,labi,FIL
21261,ni,FIL
21262,bright,ENG
21263,ay,FIL
21264,sumasaiyo,FIL
21265,bukod,FIL
21266,kang,FIL
21267,pinagpala,FIL
21268,sa,FIL
21269,babaeng,FIL
21270,lahat,FIL
21271,at,FIL
21272,pinagpala,FIL
21273,naman,FIL
21274,ang,FIL
21275,iyong,FIL
21276,jowa,FIL
21277,na,FIL
21278,si,FIL
21279,bright,ENG
21280,.,OTH
21281,Kung,FIL
21282,ang,FIL
21283,mismong,FIL
21284,batas,FIL
21285,ng,FIL
21286,Diyos,FIL
21287,ang,FIL
21288,ipapatupad,FIL
21289,dito,FIL
21290,sa,FIL
21291,ibabaw,FIL
21292,ng,FIL
21293,lupa,FIL
21294,",",OTH
21295,sigurado,FIL
21296,na,FIL
21297,walang,FIL
21298,makaligtas,FIL
21299,at,FIL
21300,makakapasa,FIL
21301,.,OTH
21302,Kung,FIL
21303,ganun,FIL
21304,",",OTH
21305,wala,FIL
21306,talagang,FIL
21307,aasahang,FIL
21308,rule,ENG
21309,of,ENG
21310,law,ENG
21311,sa,FIL
21312,mga,FIL
21313,Duterte,OTH
21314,kapag,FIL
21315,sila,FIL
21316,at,FIL
21317,mga,FIL
21318,tao,FIL
21319,nila,FIL
21320,ang,FIL
21321,sangkot,FIL
21322,",",OTH
21323,litanya,FIL
21324,ni,FIL
21325,De,OTH
21326,Lima,OTH
21327,.,OTH
21328,Grabeee,FIL
21329,",",OTH
21330,ang,FIL
21331,layo,FIL
21332,na,FIL
21333,ng,FIL
21334,narating,FIL
21335,ng,FIL
21336,rupok,FIL
21337,naten,FIL
21338,hahahaha,OTH
21339,!,OTH
21340,Nakapagtala,FIL
21341,ng,FIL
21342,panibagong,FIL
21343,malawakang,FIL
21344,pagsabog,FIL
21345,sa,FIL
21346,Tonga,OTH
21347,volcano,ENG
21348,ang,FIL
21349,Darwin,OTH
21350,Volcanic,ENG
21351,Ash,ENG
21352,Advisory,ENG
21353,Centre,ENG
21354,.,OTH
21355,Kahit,FIL
21356,siya,FIL
21357,nags-struggle,CS
21358,hello,ENG
21359,",",OTH
21360,mas,FIL
21361,malakas,FIL
21362,pa,FIL
21363,signal,ENG
21364,ng,FIL
21365,data,ENG
21366,ni,FIL
21367,jungwon,OTH
21368,kesa,FIL
21369,sa,FIL
21370,wi-fi,OTH
21371,ng,FIL
21372,hybe,OTH
21373,ahh,FIL
21374,Atty,OTH
21375,Garret,OTH
21376,bastos,FIL
21377,ang,FIL
21378,nakausap,FIL
21379,niong,FIL
21380,inerereklamo,FIL
21381,ah,FIL
21382,.,OTH
21383,kung,FIL
21384,gano,FIL
21385,kapangit,FIL
21386,ang,FIL
21387,mukha,FIL
21388,ganun,FIL
21389,din,FIL
21390,kapangit,FIL
21391,ang,FIL
21392,ugali,FIL
21393,.,OTH
21394,walang,FIL
21395,breeding,ENG
21396,!,OTH
21397,mga,FIL
21398,kulang,FIL
21399,sa,FIL
21400,kaalaman,FIL
21401,at,FIL
21402,sa,FIL
21403,hirap,FIL
21404,ng,FIL
21405,buhay,FIL
21406,sa,FIL
21407,probinsya,FIL
21408,kaya,FIL
21409,umaasa,FIL
21410,sa,FIL
21411,mga,FIL
21412,milagro,FIL
21413,.,OTH
21414,Paano,FIL
21415,man,FIL
21416,ako,FIL
21417,maaaring,FIL
21418,pahirapan,FIL
21419,ng,FIL
21420,mga,FIL
21421,diyablong,FIL
21422,iyon,FIL
21423,",",OTH
21424,alam,FIL
21425,ko,FIL
21426,na,FIL
21427,gagabayan,FIL
21428,ako,FIL
21429,ng,FIL
21430,Diyos,FIL
21431,na,FIL
21432,matiis,FIL
21433,ang,FIL
21434,lahat,FIL
21435,ng,FIL
21436,iyon,FIL
21437,.,OTH
21438,cong,OTH
21439,wag,FIL
21440,kang,FIL
21441,papayat,FIL
21442,ha,FIL
21443,Ang,FIL
21444,mga,FIL
21445,impormasyong,FIL
21446,makakalap,FIL
21447,ay,FIL
21448,maaari,FIL
21449,lamang,FIL
21450,makuha,FIL
21451,ng,FIL
21452,mga,FIL
21453,awtoridad,FIL
21454,sa,FIL
21455,utos,FIL
21456,ng,FIL
21457,isang,FIL
21458,korte,FIL
21459,(,OTH
21460,All,ENG
21461,the,ENG
21462,information,ENG
21463,gathered,ENG
21464,can,ENG
21465,only,ENG
21466,be,ENG
21467,accessed,ENG
21468,by,ENG
21469,authorities,ENG
21470,through,ENG
21471,a,ENG
21472,court,ENG
21473,order,ENG
21474,),OTH
21475,.,OTH
21476,nakatulog,FIL
21477,na,FIL
21478,ako,FIL
21479,after,FIL
21480,niyan,FIL
21481,HAHAHAHAHA,OTH
21482,Huwag,FIL
21483,harangan,FIL
21484,Ang,FIL
21485,imbistigation,FIL
21486,ng,FIL
21487,Hindi,FIL
21488,pumuntahin,FIL
21489,sa,FIL
21490,imbistigation,FIL
21491,Ang,FIL
21492,witness,ENG
21493,to,ENG
21494,be,ENG
21495,investigation,ENG
21496,.,OTH
21497,Makakain,FIL
21498,pa,FIL
21499,ng,FIL
21500,masarap,FIL
21501,ang,FIL
21502,pamilya,FIL
21503,mo,FIL
21504,.,OTH
21505,Sa,FIL
21506,dami,FIL
21507,ng,FIL
21508,reporter,FIL
21509,doon,FIL
21510,mas,FIL
21511,mauunahan,FIL
21512,pa,FIL
21513,sila,FIL
21514,ng,FIL
21515,mga,FIL
21516,ito,FIL
21517,magpost,CS
21518,at,FIL
21519,magreport,CS
21520,kaya,FIL
21521,buko,FIL
21522,na,FIL
21523,agad,FIL
21524,sila,FIL
21525,baka,FIL
21526,nga,FIL
21527,dina,FIL
21528,tumakbo,FIL
21529,up,ENG
21530,to,ENG
21531,now,ENG
21532,dipa,FIL
21533,nagpa,FIL
21534,file,ENG
21535,ng,FIL
21536,COC,OTH
21537,Day,ENG
21538,2,OTH
21539,ng,FIL
21540,gagawin,FIL
21541,lahat,FIL
21542,except,ENG
21543,mag-aral,FIL
21544,Marami,FIL
21545,tayong,FIL
21546,mga,FIL
21547,Kabayan,FIL
21548,na,FIL
21549,higit,FIL
21550,pa,FIL
21551,sa,FIL
21552,inyong,FIL
21553,dapat,FIL
21554,tulongan,FIL
21555,na,FIL
21556,mas,FIL
21557,lalong,FIL
21558,ka,FIL
21559,wawa,FIL
21560,pero,FIL
21561,sa,FIL
21562,kaso,FIL
21563,ninyo,FIL
21564,ewan,FIL
21565,hwag,FIL
21566,nyong,FIL
21567,idamay,FIL
21568,ang,FIL
21569,publiko,FIL
21570,para,FIL
21571,tumolong,FIL
21572,sa,FIL
21573,inyo,FIL
21574,kasi,FIL
21575,kayo,FIL
21576,lang,FIL
21577,ang,FIL
21578,nagpakasaya,FIL
21579,at,FIL
21580,nagpasarap,FIL
21581,sa,FIL
21582,buhay,FIL
21583,kaya,FIL
21584,dapat,FIL
21585,pangatawanan,FIL
21586,ninyo,FIL
21587,pinasokan,FIL
21588,ninyo,FIL
21589,gulo,FIL
21590,lotasin,FIL
21591,ninyo,FIL
21592,at,FIL
21593,tabi,FIL
21594,nasaan,FIL
21595,ang,FIL
21596,magulang,FIL
21597,ng,FIL
21598,babae,FIL
21599,bakit,FIL
21600,pinayagang,FIL
21601,magisang,FIL
21602,babae,FIL
21603,at,FIL
21604,poro,FIL
21605,lalaki,FIL
21606,ang,FIL
21607,mga,FIL
21608,kasama,FIL
21609,grabe,FIL
21610,at,FIL
21611,ganyang,FIL
21612,maynangyari,FIL
21613,dinamay,FIL
21614,lahat,FIL
21615,ayan,FIL
21616,party,ENG
21617,pa,FIL
21618,more,ENG
21619,at,FIL
21620,friends,ENG
21621,pa,FIL
21622,more,ENG
21623,Nalambat,FIL
21624,ng,FIL
21625,Mandaluyong,FIL
21626,City,ENG
21627,Police,ENG
21628,ang,FIL
21629,walong,FIL
21630,katao,FIL
21631,na,FIL
21632,iligal,FIL
21633,na,FIL
21634,nagsagawa,FIL
21635,ng,FIL
21636,tupada,FIL
21637,noong,FIL
21638,Sabado,FIL
21639,.,OTH
21640,Yan,FIL
21641,ang,FIL
21642,dahilan,FIL
21643,kaya,FIL
21644,ayaw,FIL
21645,Nila,FIL
21646,makaupo,FIL
21647,si,FIL
21648,BBM,OTH
21649,.,OTH
21650,Nagdulot,FIL
21651,naman,FIL
21652,ito,FIL
21653,ng,FIL
21654,ibat,FIL
21655,ibang,FIL
21656,reaksyon,FIL
21657,mula,FIL
21658,sa,FIL
21659,mga,FIL
21660,netizen,ENG
21661,.,OTH
21662,naka,FIL
21663,specific,ENG
21664,kasi,FIL
21665,nung,FIL
21666,nagpost,CS
21667,ako,FIL
21668,ng,FIL
21669,pt,OTH
21670,ko,FIL
21671,kaya,FIL
21672,nagulat,FIL
21673,ako,FIL
21674,nagcomment,CS
21675,tchr,OTH
21676,ko,FIL
21677,sa,FIL
21678,shinare,CS
21679,ko,FIL
21680,about,ENG
21681,hometown,ENG
21682,cha,OTH
21683,Batay,FIL
21684,sa,FIL
21685,huling,FIL
21686,tala,FIL
21687,",",OTH
21688,umakyat,FIL
21689,na,FIL
21690,sa,FIL
21691,kabuuang,FIL
21692,5,OTH
21693,",",OTH
21694,88,OTH
21695,",",OTH
21696,513,OTH
21697,ang,FIL
21698,nasawi,FIL
21699,sa,FIL
21700,ibat,FIL
21701,ibang,FIL
21702,bansa,FIL
21703,bunsod,FIL
21704,ng,FIL
21705,nakakahawang,FIL
21706,sakit,FIL
21707,.,OTH
21708,Pangalawa,FIL
21709,",",OTH
21710,dapat,FIL
21711,mag,FIL
21712,issue,ENG
21713,kana,FIL
21714,ng,FIL
21715,Cert,OTH
21716,.,OTH
21717,Sa,FIL
21718,ilalim,FIL
21719,ng,FIL
21720,Alert,ENG
21721,Level,ENG
21722,3,OTH
21723,",",OTH
21724,batay,FIL
21725,sa,FIL
21726,ordinansa,FIL
21727,",",OTH
21728,ang,FIL
21729,mga,FIL
21730,ganap,FIL
21731,na,FIL
21732,nabakunahang,FIL
21733,menor,FIL
21734,de,FIL
21735,edad,FIL
21736,sa,FIL
21737,Muntinlupa,OTH
21738,ay,FIL
21739,pinapayagang,FIL
21740,gawin,FIL
21741,ang,FIL
21742,mga,FIL
21743,sumusunod,FIL
21744,:,OTH
21745,Intra-zonal,ENG
21746,at,FIL
21747,inter-zonal,ENG
21748,na,FIL
21749,paglalakbay,FIL
21750,(,OTH
21751,kung,FIL
21752,may,FIL
21753,kasamang,FIL
21754,magulang,FIL
21755,o,FIL
21756,nasa,FIL
21757,hustong,FIL
21758,gulang,FIL
21759,na,FIL
21760,tagapag-alaga,FIL
21761,sa,FIL
21762,lahat,FIL
21763,ng,FIL
21764,oras,FIL
21765,),OTH
21766,Bumili,FIL
21767,ng,FIL
21768,mahahalagang,FIL
21769,gamit,FIL
21770,sa,FIL
21771,mga,FIL
21772,pinahihintulutang,FIL
21773,establisyimento,FIL
21774,(,OTH
21775,take-out,ENG
21776,na,FIL
21777,pagkain,FIL
21778,",",OTH
21779,gamot,FIL
21780,),OTH
21781,Mahahalagang,FIL
21782,aktibidad,FIL
21783,sa,FIL
21784,mga,FIL
21785,pinapahintulutang,FIL
21786,opisina,FIL
21787,at,FIL
21788,/,OTH
21789,o,FIL
21790,establisyimento,FIL
21791,(,OTH
21792,trabaho,FIL
21793,",",OTH
21794,serbisyo,FIL
21795,ng,FIL
21796,gobyerno,FIL
21797,",",OTH
21798,serbisyong,FIL
21799,medikal,FIL
21800,),OTH
21801,Tandaan,FIL
21802,:,OTH
21803,hindi,FIL
21804,lang,FIL
21805,si,FIL
21806,(,OTH
21807,President,FIL
21808,),OTH
21809,Leni,OTH
21810,ang,FIL
21811,lulutas,FIL
21812,sa,FIL
21813,lahat,FIL
21814,ng,FIL
21815,problema,FIL
21816,.,OTH
21817,Sa,FIL
21818,Friday,ENG
21819,ng,FIL
21820,umaga,FIL
21821,ang,FIL
21822,interment,ENG
21823,ng,FIL
21824,Papa,FIL
21825,niya,FIL
21826,at,FIL
21827,naiintindihan,FIL
21828,daw,FIL
21829,ni,FIL
21830,Gladys,OTH
21831,kung,FIL
21832,meron,FIL
21833,talagang,FIL
21834,mga,FIL
21835,hindi,FIL
21836,makakadalaw,FIL
21837,dahil,FIL
21838,sa,FIL
21839,safety,ENG
21840,protocol,ENG
21841,na,FIL
21842,rin,FIL
21843,.,OTH
21844,Nagkaroon,FIL
21845,ako,FIL
21846,ng,FIL
21847,pagkakataon,FIL
21848,na,FIL
21849,makapagroad,FIL
21850,trip,ENG
21851,sa,FIL
21852,Southern,OTH
21853,Tagalog,OTH
21854,nitong,FIL
21855,nakaraang,FIL
21856,linggo,FIL
21857,at,FIL
21858,hindi,FIL
21859,naman,FIL
21860,ako,FIL
21861,nagsisi,FIL
21862,pagkatapos,FIL
21863,dahil,FIL
21864,kahit,FIL
21865,paano,FIL
21866,ay,FIL
21867,nawala,FIL
21868,ang,FIL
21869,pagkabagot,FIL
21870,na,FIL
21871,dulot,FIL
21872,ng,FIL
21873,patuloy,FIL
21874,sa,FIL
21875,paghaba,FIL
21876,at,FIL
21877,tila,FIL
21878,mas,FIL
21879,mahaba,FIL
21880,pang,FIL
21881,epekto,FIL
21882,ng,FIL
21883,pandemya,FIL
21884,na,FIL
21885,naging,FIL
21886,dahilan,FIL
21887,malimitahan,FIL
21888,ang,FIL
21889,ating,FIL
21890,mga,FIL
21891,galaw,FIL
21892,na,FIL
21893,unti-unti,FIL
21894,nang,FIL
21895,napupuno,FIL
21896,sa,FIL
21897,katawan,FIL
21898,ko,FIL
21899,.,OTH
21900,Asan,FIL
21901,na,FIL
21902,kaya,FIL
21903,sila,FIL
21904,ngayon,FIL
21905,?,OTH
21906,Ba't,FIL
21907,di,FIL
21908,sumang,FIL
21909,ayon,FIL
21910,",",OTH
21911,sa'tin,FIL
21912,ang,FIL
21913,panahon,FIL
21914,.,OTH
21915,Meron,FIL
21916,din,FIL
21917,akong,FIL
21918,experience,ENG
21919,nung,FIL
21920,bata,FIL
21921,pa,FIL
21922,ako,FIL
21923,na,FIL
21924,kapag,FIL
21925,nagagalit,FIL
21926,ako,FIL
21927,kung,FIL
21928,ano,FIL
21929,man,FIL
21930,ang,FIL
21931,una,FIL
21932,kong,FIL
21933,masabi,FIL
21934,sa,FIL
21935,taong,FIL
21936,kinagagalit,FIL
21937,ko,FIL
21938,nagkakatotoo,FIL
21939,na,FIL
21940,pinagsisisihan,FIL
21941,ko,FIL
21942,na,FIL
21943,ngayon,FIL
21944,.,OTH
21945,May,FIL
21946,mga,FIL
21947,offer,ENG
21948,at,FIL
21949,raket,FIL
21950,na,FIL
21951,rin,FIL
21952,siyang,FIL
21953,natatanggap,FIL
21954,makalipas,FIL
21955,ang,FIL
21956,ilang,FIL
21957,buwang,FIL
21958,nakatengga,FIL
21959,lang,FIL
21960,sa,FIL
21961,bahay,FIL
21962,.,OTH
21963,Muling,FIL
21964,kinilala,FIL
21965,ng,FIL
21966,mga,FIL
21967,guro,FIL
21968,sa,FIL
21969,bansa,FIL
21970,ang,FIL
21971,mga,FIL
21972,programa,FIL
21973,",",OTH
21974,pelikula,FIL
21975,",",OTH
21976,at,FIL
21977,personalidad,FIL
21978,ng,FIL
21979,ABS-CBN,OTH
21980,bilang,FIL
21981,mga,FIL
21982,natatangi,FIL
21983,sa,FIL
21984,industriya,FIL
21985,sa,FIL
21986,ginanap,FIL
21987,na,FIL
21988,ika-22,OTH
21989,na,FIL
21990,Gawad,FIL
21991,PASADO,OTH
21992,.,OTH
21993,Dapat,FIL
21994,nagtatanim,FIL
21995,din,FIL
21996,ng,FIL
21997,gulay,FIL
21998,sa,FIL
21999,bakuran,FIL
22000,ang,FIL
22001,babaeng,FIL
22002,asawa,FIL
22003,para,FIL
22004,may,FIL
22005,ulam,FIL
22006,hindi,FIL
22007,lang,FIL
22008,asin,FIL
22009,ang,FIL
22010,inuulam,FIL
22011,Enoch,OTH
22012,ay,FIL
22013,kinalugdan,FIL
22014,ng,FIL
22015,dakilang,FIL
22016,manlilikha,FIL
22017,Parang,FIL
22018,hindi,FIL
22019,kayo,FIL
22020,nakisakay,FIL
22021,sa,FIL
22022,delulu,ENG
22023,ng,FIL
22024,dk,OTH
22025,.,OTH
22026,Hahaha,OTH
22027,galing,FIL
22028,magtagpi,FIL
22029,ha,OTH
22030,",",OTH
22031,kinilig,FIL
22032,ako,FIL
22033,ng,FIL
22034,slight,ENG
22035,Usapan,FIL
22036,ngayon,FIL
22037,sa,FIL
22038,social,ENG
22039,media,ENG
22040,ang,FIL
22041,bagong,FIL
22042,paandar,FIL
22043,ng,FIL
22044,hunk,ENG
22045,singer-actor,ENG
22046,na,FIL
22047,si,FIL
22048,Markki,OTH
22049,Stroem,OTH
22050,.,OTH
22051,Siya,FIL
22052,ang,FIL
22053,unang,FIL
22054,tao,FIL
22055,na,FIL
22056,naging,FIL
22057,opisyal,FIL
22058,na,FIL
22059,kaibigan,FIL
22060,ni,FIL
22061,Squid,OTH
22062,Girl,OTH
22063,at,FIL
22064,sila,FIL
22065,ay,FIL
22066,napalapit,FIL
22067,sa,FIL
22068,isat,FIL
22069,isa,FIL
22070,.,OTH
22071,Sa,FIL
22072,pahayag,FIL
22073,ng,FIL
22074,Insurers,ENG
22075,for,ENG
22076,Leni,OTH
22077,",",OTH
22078,dineklara,FIL
22079,ng,FIL
22080,grupo,FIL
22081,ang,FIL
22082,brand,ENG
22083,of,ENG
22084,value-based,ENG
22085,leadership,ENG
22086,umano,FIL
22087,ni,FIL
22088,Robredo,OTH
22089,na,FIL
22090,kailangan,FIL
22091,ng,FIL
22092,bansa,FIL
22093,para,FIL
22094,sa,FIL
22095,mas,FIL
22096,maayos,FIL
22097,na,FIL
22098,pamumuhay,FIL
22099,ng,FIL
22100,mga,FIL
22101,Pilipino,FIL
22102,.,OTH
22103,yung,FIL
22104,nagpaliwanag,FIL
22105,ba,FIL
22106,sumalo,FIL
22107,ng,FIL
22108,galit,FIL
22109,?,OTH
22110,Nagsimula,FIL
22111,bago,FIL
